Gene Name,Common-Name,Accession-1
G7240,yfdY,b2377
EG10172,cybB,b1418
G7228,yfdP,b2359
EG11124,ompW,b1256
G6690,,b1367
G0-10705,,
G6666,ynaI,b1330
G7015,yobB,b1843
EG10187,cysE,b3607
EG10534,ligA,b2411
EG10461,htpG,b0473
EG11568,kefF,b0046
G7401,nrdH,b2673
G7227,yfdO,b2358
G14,ackB,
EG12236,arsB,b3502
G6399,ybhH,b0769
G6318,cusS,b0570
G6447,ybjN,b0853
EG10329,mutM,b3635
EG12253,kdgK,b3526
EG11555,yaaJ,b0007
G7217,yfdC,b2347
EG12688,grxB,b1064
G7226,yfdN,b2357
EG10729,phoE,b0241
G0-8869,sraF,b4448
G0-10704,,
EG10610,mreD,b3249
G7012,yebY,b1839
EG11271,pheL,b2598
EG10037,alkB,b2212
EG10455,skp,b0178
EG11338,msyB,b1051
EG12294,grxC,b3610
G7225,yfdM,b2356
EG12183,ampG,b0433
G6379,ybgI,b0710
EG12658,qseC,b3026
G6396,acrZ,b0762
G6407,ybhP,b0790
EG10747,polB,b0060
EG12245,treF,b3519
G7215,yfdF,b2345
EG12181,grxD,b1654
G7224,yfdL,b2355
EG10671,ompF,b0929
G0-10703,,
G6650,ycjP,b1312
G7001,yebO,b1825
EG10079,aroG,b0754
EG11915,nfi,b3998
EG10284,fdhE,b3891
EG10657,nlpA,b3661
EG11887,trxC,b2582
G7223,yfdK,b2354
EG12232,dtpB,b3496
G6363,ybeZ,b0660
EG12385,rcsD,b2216
G6321,cusF,b0573
EG11336,endA,b2945
EG12152,idnK,b4268
EG11541,kup,b3747
G7196,yfcH,b2304
EG11031,trxA,b3781
G7221,yfdI,b2352
EG10670,ompC,b2215
G0-10702,,
EG10607,mrdB,b0634
G6994,yoaC,b1810
EG11039,tyrA,b2600
EG11098,xseB,b0422
EG10243,dnaQ,b0215
EG10417,grxA,b0849
G7220,yfdH,b2351
EG12015,pbpG,b2134
G6355,ybeU,b0648
EG12007,btsS,b2126
G6167,ykgM,b0296
EG11094,sbcD,b0398
EG10533,lexA,b4043
EG12133,ucpA,b2426
G7191,yfcD,b2299
EG10275,accB,b3255
G7219,yfdG,b2350
G7921,nanC,b4311
G0-10701,och5,
G6649,ycjO,b1311
G6979,yoaF,b1793
EG10707,pheA,b2599
EG11072,xseA,b2509
EG10240,dnaJ,b0015
EG50003,acpP,b1094
G7218,intS,b2349
EG12231,uspB,b3494
G6330,ybdM,b0601
EG11211,epmA,b4155
G0-10655,yqcG,b4682
EG10927,sbcC,b0397
EG12013,bglX,b2132
EG11499,yhbE,b3184
G7182,yfbP,b2275
EG11095,acpH,b0404
G7119,ogrK,b2082
G6543,csgG,b1037
G0-10700,,
EG10601,motA,b1890
G6978,yeaO,b1792
EG11274,trpL,b1265
EG10926,sbcB,b2011
EG10157,clpB,b2592
G7101,wcaD,b2056
EG11893,dacD,b2010
G6324,ybdF,b0579
EG11132,ppsR,b1703
EG12830,ybaM,b0466
EG10830,recJ,b2892
G7509,ygfX,b2896
G7181,yfbO,b2274
EG11957,alsE,b4085
G7086,yeeW,b2006
G0-10699,sdsN,b4719
G6643,puuP,b1296
G6955,ynjH,b1760
EG11028,trpE,b1264
EG10826,recD,b2819
EG10090,aslB,b3800
G7085,cbtA,b2005
EG12230,pitA,b3493
G6289,ylbF,b0520
EG10443,hipA,b1507
EG12204,cspC,b1823
EG10825,recC,b2822
EG11491,dinF,b4044
G7179,yfbM,b2272
EG11956,alsK,b4084
G7084,cbeA,b2004
G0-10698,,
EG10598,minE,b1174
G6938,ves,b1742
EG11027,trpD,b1263
EG10824,recB,b2820
G7539,pppA,b2972
G7106,wzb,b2061
G7083,yeeT,b2003
EG11823,amiA,b2435
G6271,ylbH,b0499
EG10387,glnL,b3869
EG11390,uspA,b3495
EG10575,mcrC,b4345
G6798,lsrK,b1511
EG11868,rhaB,b3904
G7178,yfbL,b2271
G7104,wcaA,b2059
G7082,yeeS,b2002
G7833,yjeH,b4141
G0-10694,arrS,b4704
G6622,emtA,b1193
G6929,ydiZ,b1724
EG11026,trpC,b1262
EG10574,mcrB,b4346
EG12143,napD,b2207
G7103,wcaB,b2058
G7081,yeeR,b2001
EG12220,yhhT,b3474
G6264,ybbJ,b0488
EG10026,aceK,b4016
EG11297,dsbA,b3860
EG10459,hsdR,b4350
EG11867,rhaA,b3903
EG11486,wzxE,b3792
G7174,elaA,b2267
G7102,wcaC,b2057
G7080,flu,b2000
G7503,ghxQ,b4464
G0-10624,insJK,
EG10597,minD,b1175
G6928,ydiY,b1722
EG11025,trpB,b1261
G6954,nudG,b1759
G7925,iadA,b4328
G7100,wcaE,b2055
G7079,yeeP,b1999
EG11363,amiB,b4169
G6258,ybaP,b0482
G812,nrdG,b4237
EG11256,iraP,b0382
EG11334,ligB,b3647
G0-10634,shoB,b4687
EG11866,rhaD,b3902
G7153,yfaQ,b2226
G7099,wcaF,b2054
G6837,intQ,b1579
G7404,ygaY_2,b2681
G0-10471,yifL,b4558
G6620,cvrA,b1191
G6903,fumD,b1675
EG11024,trpA,b1260
G7682,degQ,b3234
G7098,wcaJ,b2047
G6836,insD-7,b1578
EG12219,yhhS,b3473
G6252,pdeB,b0457
G7953,yjjW,b4379
EG11100,ybaB,b0471
EG11848,yihV,b3883
EG11479,tatC,b3839
G7144,yeiS,b2145
G7096,wcaK,b2045
G6835,ydfX,b1568
G7235,yfdV,b2372
G0-10470,yidD,b4557
EG10594,mglC,b2148
G6900,ydhW,b1672
EG10080,aroH,b1704
G7176,elaD,b2269
G7680,zapE,b3232
G7095,wcaL,b2044
G6834,ydfW,b1567
EG11358,murA,b3189
G6240,yajQ,b0426
G7313,hda,b2496
EG11083,rapA,b0059
G0-10633,ibsA,b4667
EG11846,yihT,b3881
G7134,yegX,b2102
G7094,wcaM,b2043
G6833,flxA,b1566
G6934,tcyP,b1729
G0-10448,ydaF,b4527
G6575,lolE,b1118
G6860,ydgH,b1604
EG11269,hisL,b2018
G6493,ycbZ,b0955
G7424,ftsB,b2748
EG11790,wcaI,b2050
G6832,ydfV,b1565
EG12217,yhhQ,b3471
G6230,yaiI,b0387
G6905,sufE,b1679
EG10608,mreB,b3251
G7133,yegW,b2101
EG11845,yihS,b3880
EG11471,bioP,b3827
G7132,yegV,b2100
EG11983,wbbI,b2034
G6831,ydfU,b1560
G6142,yagG,b0270
G0-10440,ybfQ,b4514
EG10578,melB,b4120
G6844,ynfD,b1586
EG10451,hisI,b2026
G6673,dgcM,b1341
G6463,clpS,b0881
G6936,cedA,b1731
G7662,kdsD,b3197
G6830,ydfT,b1559
EG11205,murB,b3972
G6186,yahG,b0321
G6550,ymdB,b1045
G6602,bluR,b1162
G0-10632,ibsB,b4668
EG11827,rpiB,b4090
G7131,yegU,b2099
G7590,rfaE,b3052
G6829,essQ,b1556
EG13174,yqcE,b2775
G0-10433,insX,b4505
G6573,lolC,b1116
G6843,ynfC,b1585
EG10450,hisH,b2023
EG12428,rhoL,b3782
EG12310,pepB,b2523
G6486,zapC,b0946
G6106,lpcA,b0222
G6828,ydfR,b1555
EG12215,zntA,b3469
G6180,ykgH,b0310
G6427,ybiY,b0824
EG11014,topB,b1763
EG11729,yieL,b3719
EG11469,rhtB,b3824
G7122,yegR,b2085
EG12267,eptB,b3546
G6827,rrrQ,b1554
EG12283,yiaO,b3579
EG12875,ybhC,b0772
EG10569,manZ,b1819
G6841,ynfB,b1583
EG10449,hisG,b2019
EG11013,topA,b1274
EG11920,pepE,b4021
G0-10261,ymgF,b4520
EG11736,gmhB,b0200
G6826,rzpQ,b1553
EG11204,murI,b3967
G6108,yafK,b0224
G6116,yafN,b0232
EG10899,rpoZ,b3649
G0-10631,ibsC,b4665
EG11708,glvG,b3681
G7118,yegQ,b2081
EG10973,gutQ,b2708
G6825,cspI,b1552
EG11919,yjbB,b4020
EG12859,opgD,b1424
G6565,lpoB,b1105
G6809,yneG,b1523
EG10448,hisF,b2025
EG10895,rpoC,b3988
EG11782,smpB,b2620
EG12878,zapA,b2910
EG10838,rfaD,b3619
G6824,ynfN,b1551
EG12178,dsbD,b4136
G6098,yaeQ,b0190
G0-10473,topAI,b4566
EG10894,rpoB,b3987
EG11698,galM,b0756
EG11468,rhtC,b3823
G7110,yegJ,b2071
EG10519,kdsB,b0918
G6823,gnsB,b1550
EG11724,adeP,b3714
EG12850,yfaL,b2233
EG10568,manY,b1818
G6742,ydcL,b1431
EG10447,hisD,b2020
EG10893,rpoA,b3295
EG11549,pepT,b1127
EG12855,matP,b0956
EG10518,kdsA,b1215
G6822,ydfO,b1549
EG10760,prc,b1830
G6082,yaaW,b0011
EG12854,cpoB,b0742
EG10667,nusG,b3982
G0-10630,ibsD,b4664
EG11402,treC,b4239
G7089,yeeZ,b2016
G7170,arnT,b2257
G6821,ydfN,b1547
EG11639,eamA,b1533
EG12705,yggN,b2958
G6561,murJ,b1069
G6738,ydcJ,b1423
EG10446,hisC,b2021
EG10666,nusB,b0416
EG11481,tatD,b4483
EG12371,nlpI,b3163
G7167,arnC,b2254
G6820,tfaQ,b1546
EG12169,ccmD,b2198
G0-9541,yjdP,b4487
EG12314,yacG,b0101
EG10424,gyrB,b3699
EG11288,mak,b0394
EG11463,corA,b3816
G7078,yoeA_2,b1998
EG12180,pagP,b0622
G6819,pinQ,b1545
EG11159,argO,b2923
EG12444,ycfJ,b1110
EG10567,manX,b1817
G6705,ydbL,b1383
EG10445,hisB,b2022
EG10423,gyrA,b2231
EG11112,aat,b0885
EG12313,zapD,b0102
G7663,kdsC,b3198
